Business id,Stars,Service,Cleanliness,Authenticity,Value for money
u9va4ksYFYJe6FkXkHOo7Q,5,82,95,91,86
1SLJKRYPRifERga33AjK7Q,5,90,92,83,84
vI5AXBTPqTjmCsJHkMU7jg,5,89,93,92,87
T_s4IcIJf5ZHyy8zC28UGw,1,37,38,45,34
GzNbN1Y2OWVk_QJ1zLZbtg,5,83,90,88,94
KMJs7cJjbTVtyv9LCBPjxA,2,20,35,48,56
PkOizWt7NQ4Cy7ggVRFWGw,4,84,92,94,79
wNry60kAR9YmowoBwqncbQ,1,37,46,16,36
eXQW4RvqM79-u3TOKlJe3Q,5,95,85,82,77
wha9cBvuyfLZRyCSJER1EQ,5,82,93,92,92
pvrWPRP9AENdjXcuPwMDwQ,5,91,91,88,80
mUAaF_2LyecIoTzbOPsewg,5,78,94,88,78
im5wDqyQOWVL_OEAB1vOXQ,5,92,91,93,91
L4w_1GqHW-JbtJBKr0y-mA,1,45,25,33,41
om7lh8keQs3hhQoNFEjuUw,5,92,94,85,79
QT4Ub4DlaDX52vdnKutD0A,5,93,92,93,90
3Ll-F55gm-tDXy3I37beJA,1,23,54,34,34
_BJdRw73rGb35ofd3ElTUA,5,95,88,84,80
_zk9LLHk3QUEfaiLL_VfGQ,3,70,69,77,45
M9fOuiesoUSaouOqNQ3U2w,3,85,87,70,81
1Z4_zSITNVQ_Bt027R0S1g,4,78,86,89,92
NqlkeYitexkmyiS6LnWkCA,5,77,95,89,92
QDJ0UYHK5lDWiniL-ALM-Q,5,75,86,89,94
v_tMfa0awn16PMCw7CFnkg,5,81,92,80,90
RiPmWd8i5SsihiAb0S6jdw,4,78,94,80,81
JlfjUgit5RjPxMR86Fd82g,5,92,85,93,84
N59Rkr_cUXJPYSjGOv4vBA,4,93,88,88,86
HW87OtI41rtPajSZ8qyHJw,4,78,87,83,78
dO2V9ut5x8Zx_XhYrNp4Ig,3,79,73,69,54
m_-rq1_VDUJl2R5T5S6ZCA,5,95,87,92,92
ekdlaQSb1pngTU0GpU5zhA,5,95,85,80,91
doW7nAJX6PeH0Ig_mhJsGg,5,87,85,87,93
s1500k_u6yScouzQ-RUb6A,4,94,94,86,95
